"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","11","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","11","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","74","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","44","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","17","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","23","1","0.000000","0","0"
"/Game/ParagonKwang/FX/Materials/Water/M_Footfall_Refraction.M_Footfall_Refraction","0","12","12","1","13.223330","0","12"
"/Game/ParagonKwang/FX/Materials/Shockwave/M_Kwang_Distort_Bubble.M_Kwang_Distort_Bubble","0","22","22","1","20.159567","0","22"
"/Game/Models/NewFolder/Wood_Material.Wood_Material","0","14","14","1","23.775246","0","28"
"/Game/Models/NewFolder/dummy1.dummy1","0","14","14","1","0.000000","0","28"
"/Game/ParagonKwang/FX/Materials/Water/M_WaterImpact_Strand_Masked.M_WaterImpact_Strand_Masked","0","104","112","1","119.716400","0","224"
"/Game/ParagonKwang/FX/Materials/Smoke/M_lightSmoke.M_lightSmoke","0","56","56","1","38.635273","0","112"
"/Game/ParagonKwang/FX/Materials/Smoke/M_Kwang_Smoke_Cheaper.M_Kwang_Smoke_Cheaper","0","56","56","1","42.300053","0","56"
"/Game/ParagonKwang/FX/Materials/Fire/M_Embers.M_Embers","0","11","11","1","12.965254","0","11"
"/Game/ParagonKwang/Characters/Maps/BackGroundAssets/HDRSky.HDRSky","0","4","4","1","5.269780","0","4"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","45","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","22","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","0","104","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","35","1","0.000000","0","0"
"/Engine/MapTemplates/Sky/M_Procedural_Sky_MASTER02.M_Procedural_Sky_MASTER02","0","0","23","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","100","1","0.000000","0","0"
"/Game/ParagonKwang/FX/Materials/Shockwave/M_Kwang_Shockwave.M_Kwang_Shockwave","0","50","52","1","23.916367","0","52"
"/Game/ParagonKwang/FX/Materials/Water/Hydro/M_Hydro_Water_Particles.M_Hydro_Water_Particles","0","104","112","1","55.793190","0","336"
"/Game/Weapon_Pack/Materials/Weapons/M_WeaponSet_2.M_WeaponSet_2","0","35","35","1","36.675388","0","70"
"/Game/Weapon_Pack/Materials/Weapons/M_WeaponSet_1.M_WeaponSet_1","0","35","35","1","0.000000","0","70"
"/Game/Weapon_Pack/Materials/Weapons/M_WeaponSet_2Dirty.M_WeaponSet_2Dirty","0","35","35","1","0.000000","0","70"
"/Game/Weapon_Pack/Materials/Weapons/M_WeaponSet_1Dirty.M_WeaponSet_1Dirty","0","35","35","1","0.000000","0","70"
"/Game/Weapon_Pack/Materials/Set/M_Wall_Window_Frame1.M_Wall_Window_Frame1","0","23","23","1","0.000000","0","46"
"/Game/Weapon_Pack/Materials/Set/M_Wall_Window_Frame2.M_Wall_Window_Frame2","0","23","23","1","0.000000","0","46"
"/Game/Weapon_Pack/Materials/Set/M_Stone_Wall_Trim.M_Stone_Wall_Trim","0","23","23","1","0.000000","0","46"
"/Game/Weapon_Pack/Materials/Set/M_Stone_Wall.M_Stone_Wall","0","23","23","1","0.000000","0","46"
"/Game/Weapon_Pack/Materials/Set/M_Window_Frames.M_Window_Frames","0","23","23","1","0.000000","0","46"
"/Game/ParagonKwang/FX/Materials/Shockwave/M_Kwang_Absorb_Mesh.M_Kwang_Absorb_Mesh","0","18","20","1","25.569864","0","40"
"/Game/Weapon_Pack/Materials/Props/Interior/M_Wood_Props.M_Wood_Props","0","23","23","1","0.000000","0","46"
"/Game/Weapon_Pack/Materials/Props/Interior/M_Props3.M_Props3","0","23","23","1","0.000000","0","46"
"/Game/Weapon_Pack/Materials/Props/Interior/M_Props2.M_Props2","0","23","23","1","0.000000","0","46"
"/Game/Weapon_Pack/Materials/Props/Interior/M_Props1.M_Props1","0","23","23","1","0.000000","0","46"
"/Game/Weapon_Pack/Materials/Props/Interior/M_Banners.M_Banners","0","23","23","1","26.899139","0","46"
"/Game/ModularOldTown/Materials/MasterMaterials/M_Decals.M_Decals","0","32","32","1","49.032112","0","64"
"/Game/Weapon_Pack/Effects/Materials/Sparks/M_Spark_VelocityLerp.M_Spark_VelocityLerp","0","11","11","1","7.299159","0","22"
"/Game/ParagonKwang/FX/Materials/Energy/Electricity/M_SparksPhoto.M_SparksPhoto","0","14","14","1","8.752104","0","28"
"/Game/Weapon_Pack/Effects/Materials/Flares/M_FlareRound.M_FlareRound","0","11","11","1","4.518888","0","22"
"/Game/Weapon_Pack/Effects/Materials/Fire/M_Fire_SubUV_11X11_Noise.M_Fire_SubUV_11X11_Noise","0","11","11","1","4.827092","0","22"
"/Game/ParagonKwang/FX/Materials/Energy/Electricity/M_LightningSpiral.M_LightningSpiral","0","26","29","1","17.035072","0","29"
"/Game/ParagonKwang/FX/Materials/Water/M_MaskedWater_SubUV.M_MaskedWater_SubUV","0","104","112","1","151.333191","104","336"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","23","23","1","11.741085","0","23"
"/Game/ParagonKwang/FX/Materials/Energy/lightning/M_Lightning_HighDetail.M_Lightning_HighDetail","0","11","11","1","4.746089","0","11"
"/Game/ParagonKwang/FX/Materials/Energy/Electricity/M_Kwang_Lightning_Bolt_Master.M_Kwang_Lightning_Bolt_Master","0","62","70","1","34.695732","0","70"
"/Game/ParagonKwang/FX/Materials/Trails/M_Sword_ClearAPath_Swipe.M_Sword_ClearAPath_Swipe","0","12","12","1","5.762226","0","12"
"/Game/ParagonKwang/FX/Materials/Sparks/M_Hotdog_Spark_VLerp_CameraStretch.M_Hotdog_Spark_VLerp_CameraStretch","0","11","11","1","4.736665","0","11"
"/Game/ParagonKwang/FX/Materials/Smoke/M_TacticiaMuzzleSmoke.M_TacticiaMuzzleSmoke","0","56","56","1","29.137646","0","56"
"/Game/ParagonKwang/FX/Materials/Smoke/M_DustHit.M_DustHit","0","56","56","1","46.142109","0","56"
"/Game/ParagonKwang/FX/Materials/Fire/M_Fire_Procedural_Round.M_Fire_Procedural_Round","0","11","11","1","6.853025","0","11"
"/Game/ParagonKwang/FX/Materials/Energy/Electricity/M_Coil_ElectricDischarge.M_Coil_ElectricDischarge","0","11","11","1","6.670540","0","11"
"/Game/ParagonKwang/FX/Materials/Shockwave/M_KwangTeleportAfterimage.M_KwangTeleportAfterimage","0","22","22","1","12.068342","0","22"
"/Game/ParagonKwang/FX/Materials/Environment/Water/M_WaterRipple_Mesh_Foam.M_WaterRipple_Mesh_Foam","0","104","108","1","70.827866","0","108"
"/Game/Weapon_Pack/Materials/M_Stained_Glass.M_Stained_Glass","0","33","33","1","108.430092","0","33"
"/Game/Weapon_Pack/Materials/Set/M_Floor.M_Floor","0","26","27","1","24.128395","0","27"
"/Game/ParagonKwang/FX/Materials/Smoke/M_Proto_Basic_Flipbook_MaintainOriginalColor.M_Proto_Basic_Flipbook_MaintainOriginalColor","0","17","17","1","10.651143","0","17"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","0","116","2","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","23","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","128","6","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","60","2","0.000000","0","60"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","69","3","0.000000","0","23"
"/Game/ModularOldTown/Materials/MasterMaterials/M_Glass.M_Glass","0","74","74","2","231.065857","0","74"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","96","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","272","6","0.000000","0","0"
"/Game/ModularOldTown/Materials/MasterMaterials/M_Vegetation.M_Vegetation","0","84","88","1","77.033150","0","88"
"/Game/ParagonKwang/FX/Materials/Smoke/Plasma/M_Turbulent_SmokeSubUV.M_Turbulent_SmokeSubUV","0","14","14","1","9.393855","0","14"
"/Game/ParagonKwang/FX/Materials/Flares/M_Buff_Red_ImpactRays.M_Buff_Red_ImpactRays","0","22","22","1","13.500299","0","22"
"/Game/ParagonKwang/FX/Materials/Flares/M_SuperSoft_Glow_LDR.M_SuperSoft_Glow_LDR","0","14","14","1","8.318736","0","14"
"/Game/ParagonKwang/FX/Materials/Flares/M_CleanseFlare.M_CleanseFlare","0","17","17","1","10.665620","0","17"
"/Game/ModularOldTown/Materials/MasterMaterials/M_Hardsurfaces.M_Hardsurfaces","0","708","714","15","442.600739","0","714"
"/Game/ParagonKwang/Characters/Global/Hair/Materials/M_HairSheet_Master2.M_HairSheet_Master2","0","276","294","3","728.477722","276","882"
"/Game/ParagonKwang/FX/Materials/Debris/MM_MossRocks.MM_MossRocks","0","124","130","1","361.764526","248","650"
"/Game/Weapon_Pack/Effects/Materials/Fire/M_HeatDistort.M_HeatDistort","0","62","62","1","43.688560","0","62"
"/Game/ParagonKwang/FX/Materials/Flares/M_Radial_Gradient_DepthFade.M_Radial_Gradient_DepthFade","0","14","14","1","8.341141","0","14"
"/Game/ParagonKwang/FX/Materials/Water/M_Water_Drops_Master.M_Water_Drops_Master","0","14","14","1","8.506854","0","14"
"/Game/ParagonKwang/FX/Materials/Water/M_WaterImpact_Cylinder.M_WaterImpact_Cylinder","0","50","52","1","29.457947","0","52"
"/Game/ModularOldTown/Materials/MasterMaterials/M_NaniteGlass.M_NaniteGlass","0","26","27","1","25.659491","0","27"
"/Game/ParagonKwang/FX/Materials/Water/M_Water_Footfall.M_Water_Footfall","0","22","22","1","12.732722","0","22"
"/Game/ParagonKwang/FX/Materials/Smoke/M_Kwang_Swirling_Clouds_Trans.M_Kwang_Swirling_Clouds_Trans","0","50","52","1","31.319532","0","52"
"/Game/ParagonKwang/FX/Materials/Water/M_Footfall_Ripple.M_Footfall_Ripple","0","22","22","1","12.697412","0","22"
"/Game/ParagonKwang/FX/Materials/Sparks/M_Hotdog_Spark_VLerp_MASTER.M_Hotdog_Spark_VLerp_MASTER","0","14","14","1","8.755921","0","14"
"/Game/ParagonKwang/FX/Materials/Shockwave/M_Kwang_Energy_Funnels.M_Kwang_Energy_Funnels","0","18","20","1","15.024395","0","20"
"/Game/ParagonKwang/Characters/Global/Mouth/Materials/M_Mouth_Master.M_Mouth_Master","0","63","67","1","123.646217","63","201"
"/Game/ParagonKwang/Characters/Global/Eyes/Materials/M_TearLine.M_TearLine","0","98","101","1","661.705627","98","303"
"/Game/ParagonKwang/Characters/Heroes/Kwang/Materials/M_Kwang_Torso_.M_Kwang_Torso_","0","86","92","1","195.293823","86","276"
"/Game/ParagonKwang/Characters/Heroes/Kwang/Materials/M_Kwang_WaistArms.M_Kwang_WaistArms","0","86","92","1","333.246307","172","460"
"/Game/ParagonKwang/FX/Materials/Water/M_WaterMist.M_WaterMist","0","26","29","1","25.337248","0","29"
"/Game/ParagonKwang/FX/Materials/Sparks/M_Hotdog_Spark_VLerp_DOF_Rand_ScaleDistanceMaster.M_Hotdog_Spark_VLerp_DOF_Rand_ScaleDistanceMaster","0","26","29","1","25.604887","0","29"
"/Game/ParagonKwang/Characters/Heroes/Kwang/Materials/M_Kwang_Torso_Silk.M_Kwang_Torso_Silk","0","86","92","1","284.751282","172","460"
"/Game/ModularOldTown/Materials/MasterMaterials/M_TriplanarUVs.M_TriplanarUVs","0","115","115","5","65.775368","0","115"
"/Game/ParagonKwang/Characters/Heroes/Kwang/Materials/M_Kwang_WaistArms_Silk.M_Kwang_WaistArms_Silk","0","86","92","1","281.965332","172","460"
"/Game/ParagonKwang/Characters/Heroes/Kwang/Materials/M_Kwang_LowerBody_Silk.M_Kwang_LowerBody_Silk","0","86","92","1","0.000000","172","460"
"/Game/ParagonKwang/Characters/Global/Eyes/Materials/M_Eye_Occlusion.M_Eye_Occlusion","0","26","29","1","61.845116","26","87"
"/Game/ParagonKwang/Characters/Heroes/Kwang/Skins/Tier1/Kwang_rosewood/Materials/M_Kwang_Torso_rosewood.M_Kwang_Torso_rosewood","0","86","92","1","197.225800","86","276"
"/Game/ModularOldTown/Materials/MasterMaterials/M_FlatStones.M_FlatStones","0","69","69","3","40.890022","0","69"
"/Game/ParagonKwang/Characters/Heroes/Kwang/Materials/M_Kwang_Weapon.M_Kwang_Weapon","0","86","92","1","172.614105","86","276"
"/Game/ParagonKwang/FX/Materials/Trails/M_Kwang_Sword_Trail.M_Kwang_Sword_Trail","0","16","16","1","11.403198","0","16"
"/Game/ParagonKwang/FX/Materials/Shockwave/M_Shockwave_Fresnel_InverteRefract_Soft.M_Shockwave_Fresnel_InverteRefract_Soft","0","37","37","1","24.437983","0","37"
"/Game/ParagonKwang/FX/Materials/Lens/M_Camera_Ripple.M_Camera_Ripple","0","22","22","1","14.361372","0","22"
"/Game/ParagonKwang/FX/Materials/Flares/M_Shield_Lightbeams4.M_Shield_Lightbeams4","0","22","24","1","19.543146","0","24"
"/Game/ParagonKwang/Characters/Heroes/Kwang/Skins/Tier1/Kwang_rosewood/Materials/M_Kwang_Lowe_rosewoodrBody.M_Kwang_Lowe_rosewoodrBody","0","86","92","1","220.032288","86","276"
"/Game/ParagonKwang/FX/Materials/Energy/Electricity/M_Kwang_ElecBeam.M_Kwang_ElecBeam","0","12","12","1","8.468090","0","12"
"/Game/Weapon_Pack/Blueprints/Lightshaft/Lightshaft/M_GodRay.M_GodRay","0","20","22","2","19.061300","0","22"
"/Game/ParagonKwang/FX/Materials/Energy/Electricity/M_Kwang_Bolt_Energy_Spline.M_Kwang_Bolt_Energy_Spline","0","18","20","1","17.759054","0","20"
"/Game/ParagonKwang/FX/Materials/Smoke/M_Proto_Basic_1Texture.M_Proto_Basic_1Texture","0","22","22","1","14.217665","0","22"
"/Game/ParagonKwang/Characters/Global/Eyes/Materials/M_EyeRefractive.M_EyeRefractive","0","172","184","2","422.377258","172","552"
